"Date Printed: Sunday, January 26, 2025 9:48:28 PM"
Title: "HIV prevalence | 2018 | 2019 | 2020 (COVID-19 Pandemic) | 2021 | 2022 | Alameda County, CA | Alpine County, CA | Amador County, CA | Butte County, CA | Calaveras County, CA | Colusa County, CA | Contra Costa County, CA | Del Norte County, CA | El Dorado County, CA | Fresno County, CA | Glenn County, CA | Humboldt County, CA | Imperial County, CA | Inyo County, CA | Kern County, CA | Kings County, CA | Lake County, CA | Lassen County, CA | Los Angeles County, CA | Madera County, CA | Marin County, CA | Mariposa County, CA | Mendocino County, CA | Merced County, CA | Modoc County, CA | Mono County, CA | Monterey County, CA | Napa County, CA | Nevada County, CA | Orange County, CA | Placer County, CA | Plumas County, CA | Riverside County, CA | Sacramento County, CA | San Benito County, CA | San Bernardino County, CA | San Diego County, CA | San Francisco County, CA | San Joaquin County, CA | San Luis Obispo County, CA | San Mateo County, CA | Santa Barbara County, CA | Santa Clara County, CA | Santa Cruz County, CA | Shasta County, CA | Sierra County, CA | Siskiyou County, CA | Solano County, CA | Sonoma County, CA | Stanislaus County, CA | Sutter County, CA | Tehama County, CA | Trinity County, CA | Tulare County, CA | Tuolumne County, CA | Ventura County, CA | Yolo County, CA | Yuba County, CA | American Indian/Alaska Native | Asian | Black/African American | Hispanic/Latino | Multiracial | Native Hawaiian/Other Pacific Islander | White | Both sexes | Ages 13 years and older | All transmission categories""
Footnote(s): Data for 2023 and 2024 are considered preliminary (subject to a 12-month reporting delay). Inclusion of preliminary data in trend assessments is discouraged. Numbers less than 12͵ and rates and percentages based on these numbers͵ should be interpreted with caution. HIV diagnoses and PrEP data for the year 2020͵ which coincided with the onset of the COVID-19 pandemic͵ should be interpreted with caution due to the impact of the pandemic on access to HIV testing͵ PrEP prescriptions͵ and care-related services. Data by transmission category presented based on sex assigned at birth and are adjusted for missing transmission category. See Technical notes for more details on data availability and stratifications.
   Prevalence data for the year 2022 are preliminary and based on death data received by CDC as of December 2023. Prevalence data prior to 2010 are based on residence at diagnosis; prevalence data from 2010 to present are based on most recent known address. See Technical Notes for death reporting by jurisdiction.
   ^ Jurisdiction with incomplete reporting of deaths for most recent year.
   The 'Sex' column is used for either sex assigned at birth or gender identity.
   NA - Not applicable.



Indicator,Year,State,County,Geography,FIPS,Age Group,Race/Ethnicity,Sex,Transmission Category,Cases,Rate per 100000,Population
"HIV prevalence","2022","CA","Alpine County","Alpine County, CA","06003","Ages 13 years and older","Black/African American","Both sexes","All transmission categories","Data suppressed","Data suppressed","5"
"HIV prevalence","2022","CA","Alpine County","Alpine County, CA","06003","Ages 13 years and older","Hispanic/Latino","Both sexes","All transmission categories","Data suppressed","Data suppressed","128"
"HIV prevalence","2022","CA","Alpine County","Alpine County, CA","06003","Ages 13 years and older","Native Hawaiian/Other Pacific Islander","Both sexes","All transmission categories","Data suppressed","Data suppressed","0"
"HIV prevalence","2022","CA","Alpine County","Alpine County, CA","06003","Ages 13 years and older","White","Both sexes","All transmission categories","Data suppressed","Data suppressed","688"
"HIV prevalence","2022","CA","Alpine County","Alpine County, CA","06003","Ages 13 years and older","Multiracial","Both sexes","All transmission categories","Data suppressed","Data suppressed","35"
"HIV prevalence","2022","CA","Amador County","Amador County, CA","06005","Ages 13 years and older","American Indian/Alaska Native","Both sexes","All transmission categories","Data suppressed","Data suppressed","499"
"HIV prevalence","2022","CA","Amador County","Amador County, CA","06005","Ages 13 years and older","Asian","Both sexes","All transmission categories","Data suppressed","Data suppressed","627"
"HIV prevalence","2022","CA","Amador County","Amador County, CA","06005","Ages 13 years and older","Black/African American","Both sexes","All transmission categories","Data suppressed","Data suppressed","1,058"
"HIV prevalence","2022","CA","Amador County","Amador County, CA","06005","Ages 13 years and older","Hispanic/Latino","Both sexes","All transmission categories","Data suppressed","Data suppressed","5,543"
"HIV prevalence","2022","CA","Amador County","Amador County, CA","06005","Ages 13 years and older","Native Hawaiian/Other Pacific Islander","Both sexes","All transmission categories","Data suppressed","Data suppressed","88"
"HIV prevalence","2022","CA","Amador County","Amador County, CA","06005","Ages 13 years and older","White","Both sexes","All transmission categories","Data suppressed","Data suppressed","28,257"
"HIV prevalence","2022","CA","Amador County","Amador County, CA","06005","Ages 13 years and older","Multiracial","Both sexes","All transmission categories","Data suppressed","Data suppressed","855"
"HIV prevalence","2022","CA","Butte County","Butte County, CA","06007","Ages 13 years and older","American Indian/Alaska Native","Both sexes","All transmission categories","Data suppressed","Data suppressed","2,741"
"HIV prevalence","2022","CA","Butte County","Butte County, CA","06007","Ages 13 years and older","Asian","Both sexes","All transmission categories","Data suppressed","Data suppressed","8,960"
"HIV prevalence","2022","CA","Butte County","Butte County, CA","06007","Ages 13 years and older","Black/African American","Both sexes","All transmission categories","21","698.1","3,008"
"HIV prevalence","2022","CA","Butte County","Butte County, CA","06007","Ages 13 years and older","Hispanic/Latino","Both sexes","All transmission categories","48","151.3","31,721"
"HIV prevalence","2022","CA","Butte County","Butte County, CA","06007","Ages 13 years and older","Native Hawaiian/Other Pacific Islander","Both sexes","All transmission categories","Data suppressed","Data suppressed","398"
"HIV prevalence","2022","CA","Butte County","Butte County, CA","06007","Ages 13 years and older","White","Both sexes","All transmission categories","170","135.8","125,160"
"HIV prevalence","2022","CA","Butte County","Butte County, CA","06007","Ages 13 years and older","Multiracial","Both sexes","All transmission categories","8","133.8","5,980"
"HIV prevalence","2022","CA","Calaveras County","Calaveras County, CA","06009","Ages 13 years and older","American Indian/Alaska Native","Both sexes","All transmission categories","Data suppressed","Data suppressed","497"
"HIV prevalence","2022","CA","Calaveras County","Calaveras County, CA","06009","Ages 13 years and older","Asian","Both sexes","All transmission categories","Data suppressed","Data suppressed","748"
"HIV prevalence","2022","CA","Calaveras County","Calaveras County, CA","06009","Ages 13 years and older","Black/African American","Both sexes","All transmission categories","Data suppressed","Data suppressed","333"
"HIV prevalence","2022","CA","Calaveras County","Calaveras County, CA","06009","Ages 13 years and older","Hispanic/Latino","Both sexes","All transmission categories","Data suppressed","Data suppressed","5,623"
"HIV prevalence","2022","CA","Calaveras County","Calaveras County, CA","06009","Ages 13 years and older","Native Hawaiian/Other Pacific Islander","Both sexes","All transmission categories","Data suppressed","Data suppressed","85"
"HIV prevalence","2022","CA","Calaveras County","Calaveras County, CA","06009","Ages 13 years and older","White","Both sexes","All transmission categories","Data suppressed","Data suppressed","32,440"
"HIV prevalence","2022","CA","Calaveras County","Calaveras County, CA","06009","Ages 13 years and older","Multiracial","Both sexes","All transmission categories","Data suppressed","Data suppressed","1,210"
"HIV prevalence","2022","CA","Colusa County","Colusa County, CA","06011","Ages 13 years and older","American Indian/Alaska Native","Both sexes","All transmission categories","Data suppressed","Data suppressed","237"
"HIV prevalence","2022","CA","Colusa County","Colusa County, CA","06011","Ages 13 years and older","Asian","Both sexes","All transmission categories","Data suppressed","Data suppressed","240"
"HIV prevalence","2022","CA","Colusa County","Colusa County, CA","06011","Ages 13 years and older","Black/African American","Both sexes","All transmission categories","Data suppressed","Data suppressed","208"
"HIV prevalence","2022","CA","Colusa County","Colusa County, CA","06011","Ages 13 years and older","Hispanic/Latino","Both sexes","All transmission categories","Data suppressed","Data suppressed","10,610"
"HIV prevalence","2022","CA","Colusa County","Colusa County, CA","06011","Ages 13 years and older","Native Hawaiian/Other Pacific Islander","Both sexes","All transmission categories","Data suppressed","Data suppressed","71"
"HIV prevalence","2022","CA","Colusa County","Colusa County, CA","06011","Ages 13 years and older","White","Both sexes","All transmission categories","Data suppressed","Data suppressed","6,329"
"HIV prevalence","2022","CA","Colusa County","Colusa County, CA","06011","Ages 13 years and older","Multiracial","Both sexes","All transmission categories","Data suppressed","Data suppressed","250"
"HIV prevalence","2022","CA","Contra Costa County","Contra Costa County, CA","06013","Ages 13 years and older","American Indian/Alaska Native","Both sexes","All transmission categories","7","255.9","2,735"
"HIV prevalence","2022","CA","Contra Costa County","Contra Costa County, CA","06013","Ages 13 years and older","Asian","Both sexes","All transmission categories","172","88.9","193,558"
"HIV prevalence","2022","CA","Contra Costa County","Contra Costa County, CA","06013","Ages 13 years and older","Black/African American","Both sexes","All transmission categories","793","929.9","85,279"
"HIV prevalence","2022","CA","Contra Costa County","Contra Costa County, CA","06013","Ages 13 years and older","Hispanic/Latino","Both sexes","All transmission categories","771","308.6","249,836"
"HIV prevalence","2022","CA","Contra Costa County","Contra Costa County, CA","06013","Ages 13 years and older","Native Hawaiian/Other Pacific Islander","Both sexes","All transmission categories","5","104.1","4,801"
"HIV prevalence","2022","CA","Contra Costa County","Contra Costa County, CA","06013","Ages 13 years and older","White","Both sexes","All transmission categories","918","222.5","412,536"
"HIV prevalence","2022","CA","Contra Costa County","Contra Costa County, CA","06013","Ages 13 years and older","Multiracial","Both sexes","All transmission categories","121","340.6","35,523"
"HIV prevalence","2022","CA","Del Norte County","Del Norte County, CA","06015","Ages 13 years and older","American Indian/Alaska Native","Both sexes","All transmission categories","Data suppressed","Data suppressed","1,586"
"HIV prevalence","2022","CA","Del Norte County","Del Norte County, CA","06015","Ages 13 years and older","Asian","Both sexes","All transmission categories","Data suppressed","Data suppressed","666"
"HIV prevalence","2022","CA","Del Norte County","Del Norte County, CA","06015","Ages 13 years and older","Black/African American","Both sexes","All transmission categories","Data suppressed","Data suppressed","756"
"HIV prevalence","2022","CA","Del Norte County","Del Norte County, CA","06015","Ages 13 years and older","Hispanic/Latino","Both sexes","All transmission categories","Data suppressed","Data suppressed","4,560"
"HIV prevalence","2022","CA","Del Norte County","Del Norte County, CA","06015","Ages 13 years and older","Native Hawaiian/Other Pacific Islander","Both sexes","All transmission categories","Data suppressed","Data suppressed","35"
"HIV prevalence","2022","CA","Del Norte County","Del Norte County, CA","06015","Ages 13 years and older","White","Both sexes","All transmission categories","Data suppressed","Data suppressed","14,738"
"HIV prevalence","2022","CA","Del Norte County","Del Norte County, CA","06015","Ages 13 years and older","Multiracial","Both sexes","All transmission categories","Data suppressed","Data suppressed","814"
"HIV prevalence","2022","CA","El Dorado County","El Dorado County, CA","06017","Ages 13 years and older","American Indian/Alaska Native","Both sexes","All transmission categories","0","0.0","1,277"
"HIV prevalence","2022","CA","El Dorado County","El Dorado County, CA","06017","Ages 13 years and older","Asian","Both sexes","All transmission categories","6","67.6","8,871"
"HIV prevalence","2022","CA","El Dorado County","El Dorado County, CA","06017","Ages 13 years and older","Black/African American","Both sexes","All transmission categories","9","571.2","1,576"
"HIV prevalence","2022","CA","El Dorado County","El Dorado County, CA","06017","Ages 13 years and older","Hispanic/Latino","Both sexes","All transmission categories","35","161.2","21,714"
"HIV prevalence","2022","CA","El Dorado County","El Dorado County, CA","06017","Ages 13 years and older","Native Hawaiian/Other Pacific Islander","Both sexes","All transmission categories","0","0.0","295"
"HIV prevalence","2022","CA","El Dorado County","El Dorado County, CA","06017","Ages 13 years and older","White","Both sexes","All transmission categories","167","129.5","128,937"
"HIV prevalence","2022","CA","El Dorado County","El Dorado County, CA","06017","Ages 13 years and older","Multiracial","Both sexes","All transmission categories","9","188.6","4,773"
"HIV prevalence","2022","CA","Fresno County","Fresno County, CA","06019","Ages 13 years and older","American Indian/Alaska Native","Both sexes","All transmission categories","13","259.5","5,009"
"HIV prevalence","2022","CA","Fresno County","Fresno County, CA","06019","Ages 13 years and older","Asian","Both sexes","All transmission categories","84","92.8","90,485"
"HIV prevalence","2022","CA","Fresno County","Fresno County, CA","06019","Ages 13 years and older","Black/African American","Both sexes","All transmission categories","310","821.9","37,716"
"HIV prevalence","2022","CA","Fresno County","Fresno County, CA","06019","Ages 13 years and older","Hispanic/Latino","Both sexes","All transmission categories","1,323","306.8","431,257"
"HIV prevalence","2022","CA","Fresno County","Fresno County, CA","06019","Ages 13 years and older","Native Hawaiian/Other Pacific Islander","Both sexes","All transmission categories","6","523.0","1,147"
"HIV prevalence","2022","CA","Fresno County","Fresno County, CA","06019","Ages 13 years and older","White","Both sexes","All transmission categories","539","225.6","238,869"
"HIV prevalence","2022","CA","Fresno County","Fresno County, CA","06019","Ages 13 years and older","Multiracial","Both sexes","All transmission categories","49","364.3","13,451"
"HIV prevalence","2022","CA","Glenn County","Glenn County, CA","06021","Ages 13 years and older","American Indian/Alaska Native","Both sexes","All transmission categories","Data suppressed","Data suppressed","369"
"HIV prevalence","2022","CA","Glenn County","Glenn County, CA","06021","Ages 13 years and older","Asian","Both sexes","All transmission categories","Data suppressed","Data suppressed","601"
"HIV prevalence","2022","CA","Glenn County","Glenn County, CA","06021","Ages 13 years and older","Black/African American","Both sexes","All transmission categories","Data suppressed","Data suppressed","194"
"HIV prevalence","2022","CA","Glenn County","Glenn County, CA","06021","Ages 13 years and older","Hispanic/Latino","Both sexes","All transmission categories","Data suppressed","Data suppressed","9,706"
"HIV prevalence","2022","CA","Glenn County","Glenn County, CA","06021","Ages 13 years and older","Native Hawaiian/Other Pacific Islander","Both sexes","All transmission categories","Data suppressed","Data suppressed","32"
"HIV prevalence","2022","CA","Glenn County","Glenn County, CA","06021","Ages 13 years and older","White","Both sexes","All transmission categories","Data suppressed","Data suppressed","11,850"
"HIV prevalence","2022","CA","Glenn County","Glenn County, CA","06021","Ages 13 years and older","Multiracial","Both sexes","All transmission categories","Data suppressed","Data suppressed","350"
"HIV prevalence","2022","CA","Humboldt County","Humboldt County, CA","06023","Ages 13 years and older","American Indian/Alaska Native","Both sexes","All transmission categories","Data suppressed","Data suppressed","5,810"
"HIV prevalence","2022","CA","Humboldt County","Humboldt County, CA","06023","Ages 13 years and older","Asian","Both sexes","All transmission categories","Data suppressed","Data suppressed","3,218"
"HIV prevalence","2022","CA","Humboldt County","Humboldt County, CA","06023","Ages 13 years and older","Black/African American","Both sexes","All transmission categories","8","539.8","1,482"
"HIV prevalence","2022","CA","Humboldt County","Humboldt County, CA","06023","Ages 13 years and older","Hispanic/Latino","Both sexes","All transmission categories","45","322.1","13,972"
"HIV prevalence","2022","CA","Humboldt County","Humboldt County, CA","06023","Ages 13 years and older","Native Hawaiian/Other Pacific Islander","Both sexes","All transmission categories","0","0.0","325"
"HIV prevalence","2022","CA","Humboldt County","Humboldt County, CA","06023","Ages 13 years and older","White","Both sexes","All transmission categories","156","177.9","87,687"
"HIV prevalence","2022","CA","Humboldt County","Humboldt County, CA","06023","Ages 13 years and older","Multiracial","Both sexes","All transmission categories","28","555.5","5,041"
"HIV prevalence","2022","CA","Imperial County","Imperial County, CA","06025","Ages 13 years and older","American Indian/Alaska Native","Both sexes","All transmission categories","Data suppressed","Data suppressed","1,117"
"HIV prevalence","2022","CA","Imperial County","Imperial County, CA","06025","Ages 13 years and older","Asian","Both sexes","All transmission categories","Data suppressed","Data suppressed","1,847"
"HIV prevalence","2022","CA","Imperial County","Imperial County, CA","06025","Ages 13 years and older","Black/African American","Both sexes","All transmission categories","10","268.0","3,732"
"HIV prevalence","2022","CA","Imperial County","Imperial County, CA","06025","Ages 13 years and older","Hispanic/Latino","Both sexes","All transmission categories","354","292.4","121,060"
"HIV prevalence","2022","CA","Imperial County","Imperial County, CA","06025","Ages 13 years and older","Native Hawaiian/Other Pacific Islander","Both sexes","All transmission categories","0","0.0","111"
"HIV prevalence","2022","CA","Imperial County","Imperial County, CA","06025","Ages 13 years and older","White","Both sexes","All transmission categories","43","297.7","14,445"
"HIV prevalence","2022","CA","Imperial County","Imperial County, CA","06025","Ages 13 years and older","Multiracial","Both sexes","All transmission categories","Data suppressed","Data suppressed","754"
"HIV prevalence","2022","CA","Inyo County","Inyo County, CA","06027","Ages 13 years and older","American Indian/Alaska Native","Both sexes","All transmission categories","Data suppressed","Data suppressed","1,680"
"HIV prevalence","2022","CA","Inyo County","Inyo County, CA","06027","Ages 13 years and older","Asian","Both sexes","All transmission categories","Data suppressed","Data suppressed","262"
"HIV prevalence","2022","CA","Inyo County","Inyo County, CA","06027","Ages 13 years and older","Black/African American","Both sexes","All transmission categories","Data suppressed","Data suppressed","143"
"HIV prevalence","2022","CA","Inyo County","Inyo County, CA","06027","Ages 13 years and older","Hispanic/Latino","Both sexes","All transmission categories","Data suppressed","Data suppressed","3,549"
"HIV prevalence","2022","CA","Inyo County","Inyo County, CA","06027","Ages 13 years and older","Native Hawaiian/Other Pacific Islander","Both sexes","All transmission categories","Data suppressed","Data suppressed","19"
"HIV prevalence","2022","CA","Inyo County","Inyo County, CA","06027","Ages 13 years and older","White","Both sexes","All transmission categories","Data suppressed","Data suppressed","10,087"
"HIV prevalence","2022","CA","Inyo County","Inyo County, CA","06027","Ages 13 years and older","Multiracial","Both sexes","All transmission categories","Data suppressed","Data suppressed","323"
"HIV prevalence","2022","CA","Kern County","Kern County, CA","06029","Ages 13 years and older","American Indian/Alaska Native","Both sexes","All transmission categories","4","85.4","4,684"
"HIV prevalence","2022","CA","Kern County","Kern County, CA","06029","Ages 13 years and older","Asian","Both sexes","All transmission categories","28","71.8","39,022"
"HIV prevalence","2022","CA","Kern County","Kern County, CA","06029","Ages 13 years and older","Black/African American","Both sexes","All transmission categories","265","704.9","37,591"
"HIV prevalence","2022","CA","Kern County","Kern County, CA","06029","Ages 13 years and older","Hispanic/Latino","Both sexes","All transmission categories","1,321","329.4","401,069"
"HIV prevalence","2022","CA","Kern County","Kern County, CA","06029","Ages 13 years and older","Native Hawaiian/Other Pacific Islander","Both sexes","All transmission categories","2","209.4","955"
"HIV prevalence","2022","CA","Kern County","Kern County, CA","06029","Ages 13 years and older","White","Both sexes","All transmission categories","584","244.9","238,464"
"HIV prevalence","2022","CA","Kern County","Kern County, CA","06029","Ages 13 years and older","Multiracial","Both sexes","All transmission categories","59","480.3","12,284"
"HIV prevalence","2022","CA","Kings County","Kings County, CA","06031","Ages 13 years and older","American Indian/Alaska Native","Both sexes","All transmission categories","Data suppressed","Data suppressed","1,095"
"HIV prevalence","2022","CA","Kings County","Kings County, CA","06031","Ages 13 years and older","Asian","Both sexes","All transmission categories","Data suppressed","Data suppressed","5,068"
"HIV prevalence","2022","CA","Kings County","Kings County, CA","06031","Ages 13 years and older","Black/African American","Both sexes","All transmission categories","19","226.7","8,381"
"HIV prevalence","2022","CA","Kings County","Kings County, CA","06031","Ages 13 years and older","Hispanic/Latino","Both sexes","All transmission categories","112","164.5","68,105"
"HIV prevalence","2022","CA","Kings County","Kings County, CA","06031","Ages 13 years and older","Native Hawaiian/Other Pacific Islander","Both sexes","All transmission categories","0","0.0","272"
"HIV prevalence","2022","CA","Kings County","Kings County, CA","06031","Ages 13 years and older","White","Both sexes","All transmission categories","50","129.2","38,709"
"HIV prevalence","2022","CA","Kings County","Kings County, CA","06031","Ages 13 years and older","Multiracial","Both sexes","All transmission categories","10","439.6","2,275"
"HIV prevalence","2022","CA","Lake County","Lake County, CA","06033","Ages 13 years and older","American Indian/Alaska Native","Both sexes","All transmission categories","Data suppressed","Data suppressed","1,377"
"HIV prevalence","2022","CA","Lake County","Lake County, CA","06033","Ages 13 years and older","Asian","Both sexes","All transmission categories","Data suppressed","Data suppressed","771"
"HIV prevalence","2022","CA","Lake County","Lake County, CA","06033","Ages 13 years and older","Black/African American","Both sexes","All transmission categories","11","1080.5","1,018"
"HIV prevalence","2022","CA","Lake County","Lake County, CA","06033","Ages 13 years and older","Hispanic/Latino","Both sexes","All transmission categories","29","228.4","12,696"
"HIV prevalence","2022","CA","Lake County","Lake County, CA","06033","Ages 13 years and older","Native Hawaiian/Other Pacific Islander","Both sexes","All transmission categories","0","0.0","126"
"HIV prevalence","2022","CA","Lake County","Lake County, CA","06033","Ages 13 years and older","White","Both sexes","All transmission categories","92","230.7","39,870"
"HIV prevalence","2022","CA","Lake County","Lake County, CA","06033","Ages 13 years and older","Multiracial","Both sexes","All transmission categories","8","459.2","1,742"
"HIV prevalence","2022","CA","Lassen County","Lassen County, CA","06035","Ages 13 years and older","American Indian/Alaska Native","Both sexes","All transmission categories","Data suppressed","Data suppressed","735"
"HIV prevalence","2022","CA","Lassen County","Lassen County, CA","06035","Ages 13 years and older","Asian","Both sexes","All transmission categories","Data suppressed","Data suppressed","381"
"HIV prevalence","2022","CA","Lassen County","Lassen County, CA","06035","Ages 13 years and older","Black/African American","Both sexes","All transmission categories","Data suppressed","Data suppressed","2,058"
"HIV prevalence","2022","CA","Lassen County","Lassen County, CA","06035","Ages 13 years and older","Hispanic/Latino","Both sexes","All transmission categories","Data suppressed","Data suppressed","5,075"
"HIV prevalence","2022","CA","Lassen County","Lassen County, CA","06035","Ages 13 years and older","Native Hawaiian/Other Pacific Islander","Both sexes","All transmission categories","Data suppressed","Data suppressed","188"
"HIV prevalence","2022","CA","Lassen County","Lassen County, CA","06035","Ages 13 years and older","White","Both sexes","All transmission categories","Data suppressed","Data suppressed","16,882"
"HIV prevalence","2022","CA","Lassen County","Lassen County, CA","06035","Ages 13 years and older","Multiracial","Both sexes","All transmission categories","Data suppressed","Data suppressed","654"
"HIV prevalence","2022","CA","Los Angeles County","Los Angeles County, CA","06037","Ages 13 years and older","American Indian/Alaska Native","Both sexes","All transmission categories","48","296.4","16,197"
"HIV prevalence","2022","CA","Los Angeles County","Los Angeles County, CA","06037","Ages 13 years and older","Asian","Both sexes","All transmission categories","1,835","141.1","1,300,281"
"HIV prevalence","2022","CA","Los Angeles County","Los Angeles County, CA","06037","Ages 13 years and older","Black/African American","Both sexes","All transmission categories","9,511","1409.8","674,621"
"HIV prevalence","2022","CA","Los Angeles County","Los Angeles County, CA","06037","Ages 13 years and older","Hispanic/Latino","Both sexes","All transmission categories","24,816","627.8","3,952,595"
"HIV prevalence","2022","CA","Los Angeles County","Los Angeles County, CA","06037","Ages 13 years and older","Native Hawaiian/Other Pacific Islander","Both sexes","All transmission categories","54","286.9","18,820"
"HIV prevalence","2022","CA","Los Angeles County","Los Angeles County, CA","06037","Ages 13 years and older","White","Both sexes","All transmission categories","11,867","536.4","2,212,437"
"HIV prevalence","2022","CA","Los Angeles County","Los Angeles County, CA","06037","Ages 13 years and older","Multiracial","Both sexes","All transmission categories","2,857","1738.6","164,328"
"HIV prevalence","2022","CA","Madera County","Madera County, CA","06039","Ages 13 years and older","American Indian/Alaska Native","Both sexes","All transmission categories","Data suppressed","Data suppressed","1,426"
"HIV prevalence","2022","CA","Madera County","Madera County, CA","06039","Ages 13 years and older","Asian","Both sexes","All transmission categories","Data suppressed","Data suppressed","3,247"
"HIV prevalence","2022","CA","Madera County","Madera County, CA","06039","Ages 13 years and older","Black/African American","Both sexes","All transmission categories","33","789.5","4,180"
"HIV prevalence","2022","CA","Madera County","Madera County, CA","06039","Ages 13 years and older","Hispanic/Latino","Both sexes","All transmission categories","136","181.7","74,859"
"HIV prevalence","2022","CA","Madera County","Madera County, CA","06039","Ages 13 years and older","Native Hawaiian/Other Pacific Islander","Both sexes","All transmission categories","Data suppressed","Data suppressed","139"
"HIV prevalence","2022","CA","Madera County","Madera County, CA","06039","Ages 13 years and older","White","Both sexes","All transmission categories","75","169.7","44,198"
"HIV prevalence","2022","CA","Madera County","Madera County, CA","06039","Ages 13 years and older","Multiracial","Both sexes","All transmission categories","8","407.5","1,963"
"HIV prevalence","2022","CA","Marin County","Marin County, CA","06041","Ages 13 years and older","American Indian/Alaska Native","Both sexes","All transmission categories","Data suppressed","Data suppressed","468"
"HIV prevalence","2022","CA","Marin County","Marin County, CA","06041","Ages 13 years and older","Asian","Both sexes","All transmission categories","19","124.8","15,226"
"HIV prevalence","2022","CA","Marin County","Marin County, CA","06041","Ages 13 years and older","Black/African American","Both sexes","All transmission categories","99","1764.1","5,612"
"HIV prevalence","2022","CA","Marin County","Marin County, CA","06041","Ages 13 years and older","Hispanic/Latino","Both sexes","All transmission categories","234","685.6","34,130"
"HIV prevalence","2022","CA","Marin County","Marin County, CA","06041","Ages 13 years and older","Native Hawaiian/Other Pacific Islander","Both sexes","All transmission categories","Data suppressed","Data suppressed","349"
"HIV prevalence","2022","CA","Marin County","Marin County, CA","06041","Ages 13 years and older","White","Both sexes","All transmission categories","377","233.4","161,550"
"HIV prevalence","2022","CA","Marin County","Marin County, CA","06041","Ages 13 years and older","Multiracial","Both sexes","All transmission categories","29","447.6","6,479"
"HIV prevalence","2022","CA","Mariposa County","Mariposa County, CA","06043","Ages 13 years and older","American Indian/Alaska Native","Both sexes","All transmission categories","Data suppressed","Data suppressed","366"
"HIV prevalence","2022","CA","Mariposa County","Mariposa County, CA","06043","Ages 13 years and older","Asian","Both sexes","All transmission categories","Data suppressed","Data suppressed","262"
"HIV prevalence","2022","CA","Mariposa County","Mariposa County, CA","06043","Ages 13 years and older","Black/African American","Both sexes","All transmission categories","Data suppressed","Data suppressed","184"
"HIV prevalence","2022","CA","Mariposa County","Mariposa County, CA","06043","Ages 13 years and older","Hispanic/Latino","Both sexes","All transmission categories","Data suppressed","Data suppressed","1,966"
"HIV prevalence","2022","CA","Mariposa County","Mariposa County, CA","06043","Ages 13 years and older","Native Hawaiian/Other Pacific Islander","Both sexes","All transmission categories","Data suppressed","Data suppressed","18"
"HIV prevalence","2022","CA","Mariposa County","Mariposa County, CA","06043","Ages 13 years and older","White","Both sexes","All transmission categories","Data suppressed","Data suppressed","11,710"
"HIV prevalence","2022","CA","Mariposa County","Mariposa County, CA","06043","Ages 13 years and older","Multiracial","Both sexes","All transmission categories","Data suppressed","Data suppressed","412"
"HIV prevalence","2022","CA","Mendocino County","Mendocino County, CA","06045","Ages 13 years and older","American Indian/Alaska Native","Both sexes","All transmission categories","Data suppressed","Data suppressed","2,920"
"HIV prevalence","2022","CA","Mendocino County","Mendocino County, CA","06045","Ages 13 years and older","Asian","Both sexes","All transmission categories","Data suppressed","Data suppressed","1,738"
"HIV prevalence","2022","CA","Mendocino County","Mendocino County, CA","06045","Ages 13 years and older","Black/African American","Both sexes","All transmission categories","8","1376.7","581"
"HIV prevalence","2022","CA","Mendocino County","Mendocino County, CA","06045","Ages 13 years and older","Hispanic/Latino","Both sexes","All transmission categories","25","131.7","18,976"
"HIV prevalence","2022","CA","Mendocino County","Mendocino County, CA","06045","Ages 13 years and older","Native Hawaiian/Other Pacific Islander","Both sexes","All transmission categories","0","0.0","123"
"HIV prevalence","2022","CA","Mendocino County","Mendocino County, CA","06045","Ages 13 years and older","White","Both sexes","All transmission categories","118","234.1","50,412"
"HIV prevalence","2022","CA","Mendocino County","Mendocino County, CA","06045","Ages 13 years and older","Multiracial","Both sexes","All transmission categories","9","469.0","1,919"
"HIV prevalence","2022","CA","Merced County","Merced County, CA","06047","Ages 13 years and older","American Indian/Alaska Native","Both sexes","All transmission categories","Data suppressed","Data suppressed","1,035"
"HIV prevalence","2022","CA","Merced County","Merced County, CA","06047","Ages 13 years and older","Asian","Both sexes","All transmission categories","11","62.7","17,555"
"HIV prevalence","2022","CA","Merced County","Merced County, CA","06047","Ages 13 years and older","Black/African American","Both sexes","All transmission categories","34","482.3","7,050"
"HIV prevalence","2022","CA","Merced County","Merced County, CA","06047","Ages 13 years and older","Hispanic/Latino","Both sexes","All transmission categories","249","176.1","141,357"
"HIV prevalence","2022","CA","Merced County","Merced County, CA","06047","Ages 13 years and older","Native Hawaiian/Other Pacific Islander","Both sexes","All transmission categories","Data suppressed","Data suppressed","564"
"HIV prevalence","2022","CA","Merced County","Merced County, CA","06047","Ages 13 years and older","White","Both sexes","All transmission categories","104","170.8","60,905"
"HIV prevalence","2022","CA","Merced County","Merced County, CA","06047","Ages 13 years and older","Multiracial","Both sexes","All transmission categories","17","438.7","3,875"
"HIV prevalence","2022","CA","Modoc County","Modoc County, CA","06049","Ages 13 years and older","American Indian/Alaska Native","Both sexes","All transmission categories","Data suppressed","Data suppressed","233"
"HIV prevalence","2022","CA","Modoc County","Modoc County, CA","06049","Ages 13 years and older","Asian","Both sexes","All transmission categories","Data suppressed","Data suppressed","84"
