"Date Printed: Monday, January 20, 2025 7:18:36 PM"
Title: "HIV diagnoses | 2018 | 2019 | 2020 (COVID-19 Pandemic) | 2021 | 2022 | Alabama | Alaska | Arizona | Arkansas | California | Colorado | Connecticut | Delaware | District of Columbia | Florida | Georgia | Hawaii | Idaho | Illinois | Indiana | Iowa | Kansas | Kentucky | Louisiana | Maine | Maryland | Massachusetts | Michigan | Minnesota | Mississippi | Missouri | Montana | Nebraska | Nevada | New Hampshire | New Jersey | New Mexico | New York | North Carolina | North Dakota | Ohio | Oklahoma | Oregon | Pennsylvania | Rhode Island | South Carolina | South Dakota | Tennessee | Texas | Utah | Vermont | Virginia | Washington | West Virginia | Wisconsin | Wyoming | All races/ethnicities | Both sexes | Ages 13 years and older | Heterosexual contact | Injection drug use | Male-to-male sexual contact | Male-to-male sexual contact and injection drug use | Other""
Footnote(s): Data for 2023 and 2024 are considered preliminary (subject to a 12-month reporting delay). Inclusion of preliminary data in trend assessments is discouraged. Numbers less than 12͵ and rates and percentages based on these numbers͵ should be interpreted with caution. HIV diagnoses and PrEP data for the year 2020͵ which coincided with the onset of the COVID-19 pandemic͵ should be interpreted with caution due to the impact of the pandemic on access to HIV testing͵ PrEP prescriptions͵ and care-related services. Data by transmission category presented based on sex assigned at birth and are adjusted for missing transmission category. See Technical notes for more details on data availability and stratifications.
   The 'Sex' column is used for either sex assigned at birth or gender identity.
   NA - Not applicable.



Indicator,Year,Geography,FIPS,Transmission Category,Cases,Rate per 100000
"HIV diagnoses","2019","New York","36","Heterosexual contact","554","Data not available"
"HIV diagnoses","2019","New York","36","Injection drug use","181","Data not available"
"HIV diagnoses","2019","New York","36","Male-to-male sexual contact","1,562","Data not available"
"HIV diagnoses","2019","New York","36","Male-to-male sexual contact and injection drug use","69","Data not available"
"HIV diagnoses","2019","New York","36","Other","3","Data not available"
"HIV diagnoses","2019","North Carolina","37","Heterosexual contact","287","Data not available"
"HIV diagnoses","2019","North Carolina","37","Injection drug use","76","Data not available"
"HIV diagnoses","2019","North Carolina","37","Male-to-male sexual contact","938","Data not available"
"HIV diagnoses","2019","North Carolina","37","Male-to-male sexual contact and injection drug use","52","Data not available"
"HIV diagnoses","2019","North Carolina","37","Other","3","Data not available"
"HIV diagnoses","2019","North Dakota","38","Heterosexual contact","20","Data not available"
"HIV diagnoses","2019","North Dakota","38","Injection drug use","3","Data not available"
"HIV diagnoses","2019","North Dakota","38","Male-to-male sexual contact","15","Data not available"
"HIV diagnoses","2019","North Dakota","38","Male-to-male sexual contact and injection drug use","1","Data not available"
"HIV diagnoses","2019","North Dakota","38","Other","0","Data not available"
"HIV diagnoses","2019","Ohio","39","Heterosexual contact","187","Data not available"
"HIV diagnoses","2019","Ohio","39","Injection drug use","129","Data not available"
"HIV diagnoses","2019","Ohio","39","Male-to-male sexual contact","594","Data not available"
"HIV diagnoses","2019","Ohio","39","Male-to-male sexual contact and injection drug use","58","Data not available"
"HIV diagnoses","2019","Ohio","39","Other","1","Data not available"
"HIV diagnoses","2019","Oklahoma","40","Heterosexual contact","58","Data not available"
"HIV diagnoses","2019","Oklahoma","40","Injection drug use","36","Data not available"
"HIV diagnoses","2019","Oklahoma","40","Male-to-male sexual contact","221","Data not available"
"HIV diagnoses","2019","Oklahoma","40","Male-to-male sexual contact and injection drug use","30","Data not available"
"HIV diagnoses","2019","Oklahoma","40","Other","0","Data not available"
"HIV diagnoses","2019","Oregon","41","Heterosexual contact","19","Data not available"
"HIV diagnoses","2019","Oregon","41","Injection drug use","27","Data not available"
"HIV diagnoses","2019","Oregon","41","Male-to-male sexual contact","123","Data not available"
"HIV diagnoses","2019","Oregon","41","Male-to-male sexual contact and injection drug use","30","Data not available"
"HIV diagnoses","2019","Oregon","41","Other","0","Data not available"
"HIV diagnoses","2019","Pennsylvania","42","Heterosexual contact","276","Data not available"
"HIV diagnoses","2019","Pennsylvania","42","Injection drug use","120","Data not available"
"HIV diagnoses","2019","Pennsylvania","42","Male-to-male sexual contact","552","Data not available"
"HIV diagnoses","2019","Pennsylvania","42","Male-to-male sexual contact and injection drug use","43","Data not available"
"HIV diagnoses","2019","Pennsylvania","42","Other","0","Data not available"
"HIV diagnoses","2019","Rhode Island","44","Heterosexual contact","15","Data not available"
"HIV diagnoses","2019","Rhode Island","44","Injection drug use","5","Data not available"
"HIV diagnoses","2019","Rhode Island","44","Male-to-male sexual contact","46","Data not available"
"HIV diagnoses","2019","Rhode Island","44","Male-to-male sexual contact and injection drug use","6","Data not available"
"HIV diagnoses","2019","Rhode Island","44","Other","0","Data not available"
"HIV diagnoses","2019","South Carolina","45","Heterosexual contact","154","Data not available"
"HIV diagnoses","2019","South Carolina","45","Injection drug use","36","Data not available"
"HIV diagnoses","2019","South Carolina","45","Male-to-male sexual contact","505","Data not available"
"HIV diagnoses","2019","South Carolina","45","Male-to-male sexual contact and injection drug use","24","Data not available"
"HIV diagnoses","2019","South Carolina","45","Other","3","Data not available"
"HIV diagnoses","2019","South Dakota","46","Heterosexual contact","11","Data not available"
"HIV diagnoses","2019","South Dakota","46","Injection drug use","3","Data not available"
"HIV diagnoses","2019","South Dakota","46","Male-to-male sexual contact","17","Data not available"
"HIV diagnoses","2019","South Dakota","46","Male-to-male sexual contact and injection drug use","4","Data not available"
"HIV diagnoses","2019","South Dakota","46","Other","0","Data not available"
"HIV diagnoses","2019","Tennessee","47","Heterosexual contact","140","Data not available"
"HIV diagnoses","2019","Tennessee","47","Injection drug use","71","Data not available"
"HIV diagnoses","2019","Tennessee","47","Male-to-male sexual contact","528","Data not available"
"HIV diagnoses","2019","Tennessee","47","Male-to-male sexual contact and injection drug use","27","Data not available"
"HIV diagnoses","2019","Tennessee","47","Other","2","Data not available"
"HIV diagnoses","2019","Texas","48","Heterosexual contact","883","Data not available"
"HIV diagnoses","2019","Texas","48","Injection drug use","217","Data not available"
"HIV diagnoses","2019","Texas","48","Male-to-male sexual contact","3,035","Data not available"
"HIV diagnoses","2019","Texas","48","Male-to-male sexual contact and injection drug use","229","Data not available"
"HIV diagnoses","2019","Texas","48","Other","6","Data not available"
"HIV diagnoses","2019","Utah","49","Heterosexual contact","12","Data not available"
"HIV diagnoses","2019","Utah","49","Injection drug use","8","Data not available"
"HIV diagnoses","2019","Utah","49","Male-to-male sexual contact","91","Data not available"
"HIV diagnoses","2019","Utah","49","Male-to-male sexual contact and injection drug use","26","Data not available"
"HIV diagnoses","2019","Utah","49","Other","0","Data not available"
"HIV diagnoses","2019","Vermont","50","Heterosexual contact","1","Data not available"
"HIV diagnoses","2019","Vermont","50","Injection drug use","1","Data not available"
"HIV diagnoses","2019","Vermont","50","Male-to-male sexual contact","8","Data not available"
"HIV diagnoses","2019","Vermont","50","Male-to-male sexual contact and injection drug use","1","Data not available"
"HIV diagnoses","2019","Vermont","50","Other","0","Data not available"
"HIV diagnoses","2019","Virginia","51","Heterosexual contact","209","Data not available"
"HIV diagnoses","2019","Virginia","51","Injection drug use","35","Data not available"
"HIV diagnoses","2019","Virginia","51","Male-to-male sexual contact","557","Data not available"
"HIV diagnoses","2019","Virginia","51","Male-to-male sexual contact and injection drug use","31","Data not available"
"HIV diagnoses","2019","Virginia","51","Other","1","Data not available"
"HIV diagnoses","2019","Washington","53","Heterosexual contact","87","Data not available"
"HIV diagnoses","2019","Washington","53","Injection drug use","52","Data not available"
"HIV diagnoses","2019","Washington","53","Male-to-male sexual contact","312","Data not available"
"HIV diagnoses","2019","Washington","53","Male-to-male sexual contact and injection drug use","26","Data not available"
"HIV diagnoses","2019","Washington","53","Other","1","Data not available"
"HIV diagnoses","2019","West Virginia","54","Heterosexual contact","18","Data not available"
"HIV diagnoses","2019","West Virginia","54","Injection drug use","83","Data not available"
"HIV diagnoses","2019","West Virginia","54","Male-to-male sexual contact","38","Data not available"
"HIV diagnoses","2019","West Virginia","54","Male-to-male sexual contact and injection drug use","14","Data not available"
"HIV diagnoses","2019","West Virginia","54","Other","0","Data not available"
"HIV diagnoses","2019","Wisconsin","55","Heterosexual contact","43","Data not available"
"HIV diagnoses","2019","Wisconsin","55","Injection drug use","16","Data not available"
"HIV diagnoses","2019","Wisconsin","55","Male-to-male sexual contact","142","Data not available"
"HIV diagnoses","2019","Wisconsin","55","Male-to-male sexual contact and injection drug use","8","Data not available"
"HIV diagnoses","2019","Wisconsin","55","Other","1","Data not available"
"HIV diagnoses","2019","Wyoming","56","Heterosexual contact","2","Data not available"
"HIV diagnoses","2019","Wyoming","56","Injection drug use","0","Data not available"
"HIV diagnoses","2019","Wyoming","56","Male-to-male sexual contact","7","Data not available"
"HIV diagnoses","2019","Wyoming","56","Male-to-male sexual contact and injection drug use","3","Data not available"
"HIV diagnoses","2019","Wyoming","56","Other","0","Data not available"
"HIV diagnoses","2018","Alabama","01","Heterosexual contact","144","Data not available"
"HIV diagnoses","2018","Alabama","01","Injection drug use","22","Data not available"
"HIV diagnoses","2018","Alabama","01","Male-to-male sexual contact","429","Data not available"
"HIV diagnoses","2018","Alabama","01","Male-to-male sexual contact and injection drug use","11","Data not available"
"HIV diagnoses","2018","Alabama","01","Other","0","Data not available"
"HIV diagnoses","2018","Alaska","02","Heterosexual contact","2","Data not available"
"HIV diagnoses","2018","Alaska","02","Injection drug use","2","Data not available"
"HIV diagnoses","2018","Alaska","02","Male-to-male sexual contact","14","Data not available"
"HIV diagnoses","2018","Alaska","02","Male-to-male sexual contact and injection drug use","5","Data not available"
"HIV diagnoses","2018","Alaska","02","Other","0","Data not available"
"HIV diagnoses","2018","Arizona","04","Heterosexual contact","103","Data not available"
"HIV diagnoses","2018","Arizona","04","Injection drug use","57","Data not available"
"HIV diagnoses","2018","Arizona","04","Male-to-male sexual contact","547","Data not available"
"HIV diagnoses","2018","Arizona","04","Male-to-male sexual contact and injection drug use","43","Data not available"
"HIV diagnoses","2018","Arizona","04","Other","3","Data not available"
"HIV diagnoses","2018","Arkansas","05","Heterosexual contact","65","Data not available"
"HIV diagnoses","2018","Arkansas","05","Injection drug use","13","Data not available"
"HIV diagnoses","2018","Arkansas","05","Male-to-male sexual contact","192","Data not available"
"HIV diagnoses","2018","Arkansas","05","Male-to-male sexual contact and injection drug use","8","Data not available"
"HIV diagnoses","2018","Arkansas","05","Other","0","Data not available"
"HIV diagnoses","2018","California","06","Heterosexual contact","588","Data not available"
"HIV diagnoses","2018","California","06","Injection drug use","319","Data not available"
"HIV diagnoses","2018","California","06","Male-to-male sexual contact","3,655","Data not available"
"HIV diagnoses","2018","California","06","Male-to-male sexual contact and injection drug use","239","Data not available"
"HIV diagnoses","2018","California","06","Other","8","Data not available"
"HIV diagnoses","2018","Colorado","08","Heterosexual contact","42","Data not available"
"HIV diagnoses","2018","Colorado","08","Injection drug use","21","Data not available"
"HIV diagnoses","2018","Colorado","08","Male-to-male sexual contact","287","Data not available"
"HIV diagnoses","2018","Colorado","08","Male-to-male sexual contact and injection drug use","46","Data not available"
"HIV diagnoses","2018","Colorado","08","Other","2","Data not available"
"HIV diagnoses","2018","Connecticut","09","Heterosexual contact","83","Data not available"
"HIV diagnoses","2018","Connecticut","09","Injection drug use","21","Data not available"
"HIV diagnoses","2018","Connecticut","09","Male-to-male sexual contact","148","Data not available"
"HIV diagnoses","2018","Connecticut","09","Male-to-male sexual contact and injection drug use","6","Data not available"
"HIV diagnoses","2018","Connecticut","09","Other","0","Data not available"
"HIV diagnoses","2018","Delaware","10","Heterosexual contact","34","Data not available"
"HIV diagnoses","2018","Delaware","10","Injection drug use","3","Data not available"
"HIV diagnoses","2018","Delaware","10","Male-to-male sexual contact","49","Data not available"
"HIV diagnoses","2018","Delaware","10","Male-to-male sexual contact and injection drug use","5","Data not available"
"HIV diagnoses","2018","Delaware","10","Other","0","Data not available"
"HIV diagnoses","2018","District of Columbia","11","Heterosexual contact","70","Data not available"
"HIV diagnoses","2018","District of Columbia","11","Injection drug use","19","Data not available"
"HIV diagnoses","2018","District of Columbia","11","Male-to-male sexual contact","180","Data not available"
"HIV diagnoses","2018","District of Columbia","11","Male-to-male sexual contact and injection drug use","8","Data not available"
"HIV diagnoses","2018","District of Columbia","11","Other","0","Data not available"
"HIV diagnoses","2018","Florida","12","Heterosexual contact","1,393","Data not available"
"HIV diagnoses","2018","Florida","12","Injection drug use","204","Data not available"
"HIV diagnoses","2018","Florida","12","Male-to-male sexual contact","2,456","Data not available"
"HIV diagnoses","2018","Florida","12","Male-to-male sexual contact and injection drug use","134","Data not available"
"HIV diagnoses","2018","Florida","12","Other","3","Data not available"
"HIV diagnoses","2018","Georgia","13","Heterosexual contact","676","Data not available"
"HIV diagnoses","2018","Georgia","13","Injection drug use","89","Data not available"
"HIV diagnoses","2018","Georgia","13","Male-to-male sexual contact","1,680","Data not available"
"HIV diagnoses","2018","Georgia","13","Male-to-male sexual contact and injection drug use","51","Data not available"
"HIV diagnoses","2018","Georgia","13","Other","2","Data not available"
"HIV diagnoses","2018","Hawaii","15","Heterosexual contact","8","Data not available"
"HIV diagnoses","2018","Hawaii","15","Injection drug use","4","Data not available"
"HIV diagnoses","2018","Hawaii","15","Male-to-male sexual contact","54","Data not available"
"HIV diagnoses","2018","Hawaii","15","Male-to-male sexual contact and injection drug use","6","Data not available"
"HIV diagnoses","2018","Hawaii","15","Other","0","Data not available"
"HIV diagnoses","2018","Idaho","16","Heterosexual contact","8","Data not available"
"HIV diagnoses","2018","Idaho","16","Injection drug use","2","Data not available"
"HIV diagnoses","2018","Idaho","16","Male-to-male sexual contact","20","Data not available"
"HIV diagnoses","2018","Idaho","16","Male-to-male sexual contact and injection drug use","5","Data not available"
"HIV diagnoses","2018","Idaho","16","Other","0","Data not available"
"HIV diagnoses","2018","Illinois","17","Heterosexual contact","292","Data not available"
"HIV diagnoses","2018","Illinois","17","Injection drug use","64","Data not available"
"HIV diagnoses","2018","Illinois","17","Male-to-male sexual contact","973","Data not available"
"HIV diagnoses","2018","Illinois","17","Male-to-male sexual contact and injection drug use","41","Data not available"
"HIV diagnoses","2018","Illinois","17","Other","5","Data not available"
"HIV diagnoses","2018","Indiana","18","Heterosexual contact","155","Data not available"
"HIV diagnoses","2018","Indiana","18","Injection drug use","53","Data not available"
"HIV diagnoses","2018","Indiana","18","Male-to-male sexual contact","283","Data not available"
"HIV diagnoses","2018","Indiana","18","Male-to-male sexual contact and injection drug use","24","Data not available"
"HIV diagnoses","2018","Indiana","18","Other","0","Data not available"
"HIV diagnoses","2018","Iowa","19","Heterosexual contact","34","Data not available"
"HIV diagnoses","2018","Iowa","19","Injection drug use","8","Data not available"
"HIV diagnoses","2018","Iowa","19","Male-to-male sexual contact","63","Data not available"
"HIV diagnoses","2018","Iowa","19","Male-to-male sexual contact and injection drug use","10","Data not available"
"HIV diagnoses","2018","Iowa","19","Other","0","Data not available"
"HIV diagnoses","2018","Kansas","20","Heterosexual contact","28","Data not available"
"HIV diagnoses","2018","Kansas","20","Injection drug use","7","Data not available"
"HIV diagnoses","2018","Kansas","20","Male-to-male sexual contact","97","Data not available"
"HIV diagnoses","2018","Kansas","20","Male-to-male sexual contact and injection drug use","21","Data not available"
"HIV diagnoses","2018","Kansas","20","Other","1","Data not available"
"HIV diagnoses","2018","Kentucky","21","Heterosexual contact","54","Data not available"
"HIV diagnoses","2018","Kentucky","21","Injection drug use","57","Data not available"
"HIV diagnoses","2018","Kentucky","21","Male-to-male sexual contact","242","Data not available"
"HIV diagnoses","2018","Kentucky","21","Male-to-male sexual contact and injection drug use","24","Data not available"
"HIV diagnoses","2018","Kentucky","21","Other","0","Data not available"
"HIV diagnoses","2018","Louisiana","22","Heterosexual contact","350","Data not available"
"HIV diagnoses","2018","Louisiana","22","Injection drug use","55","Data not available"
"HIV diagnoses","2018","Louisiana","22","Male-to-male sexual contact","516","Data not available"
"HIV diagnoses","2018","Louisiana","22","Male-to-male sexual contact and injection drug use","27","Data not available"
"HIV diagnoses","2018","Louisiana","22","Other","2","Data not available"
"HIV diagnoses","2018","Maine","23","Heterosexual contact","8","Data not available"
"HIV diagnoses","2018","Maine","23","Injection drug use","5","Data not available"
"HIV diagnoses","2018","Maine","23","Male-to-male sexual contact","17","Data not available"
"HIV diagnoses","2018","Maine","23","Male-to-male sexual contact and injection drug use","0","Data not available"
"HIV diagnoses","2018","Maine","23","Other","0","Data not available"
"HIV diagnoses","2018","Maryland","24","Heterosexual contact","389","Data not available"
"HIV diagnoses","2018","Maryland","24","Injection drug use","55","Data not available"
"HIV diagnoses","2018","Maryland","24","Male-to-male sexual contact","529","Data not available"
"HIV diagnoses","2018","Maryland","24","Male-to-male sexual contact and injection drug use","15","Data not available"
"HIV diagnoses","2018","Maryland","24","Other","2","Data not available"
"HIV diagnoses","2018","Massachusetts","25","Heterosexual contact","170","Data not available"
"HIV diagnoses","2018","Massachusetts","25","Injection drug use","130","Data not available"
"HIV diagnoses","2018","Massachusetts","25","Male-to-male sexual contact","319","Data not available"
"HIV diagnoses","2018","Massachusetts","25","Male-to-male sexual contact and injection drug use","22","Data not available"
"HIV diagnoses","2018","Massachusetts","25","Other","1","Data not available"
"HIV diagnoses","2018","Michigan","26","Heterosexual contact","136","Data not available"
"HIV diagnoses","2018","Michigan","26","Injection drug use","60","Data not available"
"HIV diagnoses","2018","Michigan","26","Male-to-male sexual contact","487","Data not available"
"HIV diagnoses","2018","Michigan","26","Male-to-male sexual contact and injection drug use","30","Data not available"
"HIV diagnoses","2018","Michigan","26","Other","4","Data not available"
"HIV diagnoses","2018","Minnesota","27","Heterosexual contact","77","Data not available"
"HIV diagnoses","2018","Minnesota","27","Injection drug use","16","Data not available"
"HIV diagnoses","2018","Minnesota","27","Male-to-male sexual contact","166","Data not available"
"HIV diagnoses","2018","Minnesota","27","Male-to-male sexual contact and injection drug use","25","Data not available"
"HIV diagnoses","2018","Minnesota","27","Other","1","Data not available"
"HIV diagnoses","2018","Mississippi","28","Heterosexual contact","129","Data not available"
"HIV diagnoses","2018","Mississippi","28","Injection drug use","21","Data not available"
"HIV diagnoses","2018","Mississippi","28","Male-to-male sexual contact","316","Data not available"
"HIV diagnoses","2018","Mississippi","28","Male-to-male sexual contact and injection drug use","7","Data not available"
"HIV diagnoses","2018","Mississippi","28","Other","2","Data not available"
"HIV diagnoses","2018","Missouri","29","Heterosexual contact","94","Data not available"
"HIV diagnoses","2018","Missouri","29","Injection drug use","26","Data not available"
"HIV diagnoses","2018","Missouri","29","Male-to-male sexual contact","302","Data not available"
"HIV diagnoses","2018","Missouri","29","Male-to-male sexual contact and injection drug use","27","Data not available"
"HIV diagnoses","2018","Missouri","29","Other","2","Data not available"
"HIV diagnoses","2018","Montana","30","Heterosexual contact","3","Data not available"
"HIV diagnoses","2018","Montana","30","Injection drug use","2","Data not available"
"HIV diagnoses","2018","Montana","30","Male-to-male sexual contact","13","Data not available"
"HIV diagnoses","2018","Montana","30","Male-to-male sexual contact and injection drug use","6","Data not available"
"HIV diagnoses","2018","Montana","30","Other","0","Data not available"
"HIV diagnoses","2018","Nebraska","31","Heterosexual contact","11","Data not available"
"HIV diagnoses","2018","Nebraska","31","Injection drug use","2","Data not available"
"HIV diagnoses","2018","Nebraska","31","Male-to-male sexual contact","60","Data not available"
"HIV diagnoses","2018","Nebraska","31","Male-to-male sexual contact and injection drug use","3","Data not available"
"HIV diagnoses","2018","Nebraska","31","Other","0","Data not available"
"HIV diagnoses","2018","Nevada","32","Heterosexual contact","71","Data not available"
"HIV diagnoses","2018","Nevada","32","Injection drug use","21","Data not available"
"HIV diagnoses","2018","Nevada","32","Male-to-male sexual contact","368","Data not available"
"HIV diagnoses","2018","Nevada","32","Male-to-male sexual contact and injection drug use","35","Data not available"
"HIV diagnoses","2018","Nevada","32","Other","2","Data not available"
"HIV diagnoses","2018","New Hampshire","33","Heterosexual contact","4","Data not available"
"HIV diagnoses","2018","New Hampshire","33","Injection drug use","7","Data not available"
"HIV diagnoses","2018","New Hampshire","33","Male-to-male sexual contact","26","Data not available"
"HIV diagnoses","2018","New Hampshire","33","Male-to-male sexual contact and injection drug use","1","Data not available"
"HIV diagnoses","2018","New Hampshire","33","Other","0","Data not available"
"HIV diagnoses","2018","New Jersey","34","Heterosexual contact","292","Data not available"
"HIV diagnoses","2018","New Jersey","34","Injection drug use","106","Data not available"
"HIV diagnoses","2018","New Jersey","34","Male-to-male sexual contact","576","Data not available"
"HIV diagnoses","2018","New Jersey","34","Male-to-male sexual contact and injection drug use","24","Data not available"
"HIV diagnoses","2018","New Jersey","34","Other","4","Data not available"
"HIV diagnoses","2018","New Mexico","35","Heterosexual contact","18","Data not available"
"HIV diagnoses","2018","New Mexico","35","Injection drug use","16","Data not available"
"HIV diagnoses","2018","New Mexico","35","Male-to-male sexual contact","106","Data not available"
"HIV diagnoses","2018","New Mexico","35","Male-to-male sexual contact and injection drug use","14","Data not available"
"HIV diagnoses","2018","New Mexico","35","Other","0","Data not available"
"HIV diagnoses","2018","New York","36","Heterosexual contact","596","Data not available"
"HIV diagnoses","2018","New York","36","Injection drug use","179","Data not available"
"HIV diagnoses","2018","New York","36","Male-to-male sexual contact","1,587","Data not available"
"HIV diagnoses","2018","New York","36","Male-to-male sexual contact and injection drug use","97","Data not available"
"HIV diagnoses","2018","New York","36","Other","2","Data not available"
"HIV diagnoses","2018","North Carolina","37","Heterosexual contact","280","Data not available"
"HIV diagnoses","2018","North Carolina","37","Injection drug use","64","Data not available"
"HIV diagnoses","2018","North Carolina","37","Male-to-male sexual contact","798","Data not available"
"HIV diagnoses","2018","North Carolina","37","Male-to-male sexual contact and injection drug use","38","Data not available"
"HIV diagnoses","2018","North Carolina","37","Other","3","Data not available"
"HIV diagnoses","2018","North Dakota","38","Heterosexual contact","20","Data not available"
"HIV diagnoses","2018","North Dakota","38","Injection drug use","0","Data not available"
"HIV diagnoses","2018","North Dakota","38","Male-to-male sexual contact","13","Data not available"
"HIV diagnoses","2018","North Dakota","38","Male-to-male sexual contact and injection drug use","3","Data not available"
"HIV diagnoses","2018","North Dakota","38","Other","0","Data not available"
"HIV diagnoses","2018","Ohio","39","Heterosexual contact","154","Data not available"
"HIV diagnoses","2018","Ohio","39","Injection drug use","133","Data not available"
"HIV diagnoses","2018","Ohio","39","Male-to-male sexual contact","638","Data not available"
"HIV diagnoses","2018","Ohio","39","Male-to-male sexual contact and injection drug use","48","Data not available"
"HIV diagnoses","2018","Ohio","39","Other","1","Data not available"
"HIV diagnoses","2018","Oklahoma","40","Heterosexual contact","39","Data not available"
"HIV diagnoses","2018","Oklahoma","40","Injection drug use","39","Data not available"
"HIV diagnoses","2018","Oklahoma","40","Male-to-male sexual contact","177","Data not available"
"HIV diagnoses","2018","Oklahoma","40","Male-to-male sexual contact and injection drug use","22","Data not available"
"HIV diagnoses","2018","Oklahoma","40","Other","0","Data not available"
"HIV diagnoses","2018","Oregon","41","Heterosexual contact","25","Data not available"
"HIV diagnoses","2018","Oregon","41","Injection drug use","32","Data not available"
"HIV diagnoses","2018","Oregon","41","Male-to-male sexual contact","140","Data not available"
"HIV diagnoses","2018","Oregon","41","Male-to-male sexual contact and injection drug use","30","Data not available"
"HIV diagnoses","2018","Oregon","41","Other","0","Data not available"
"HIV diagnoses","2018","Pennsylvania","42","Heterosexual contact","301","Data not available"
"HIV diagnoses","2018","Pennsylvania","42","Injection drug use","134","Data not available"
"HIV diagnoses","2018","Pennsylvania","42","Male-to-male sexual contact","530","Data not available"
"HIV diagnoses","2018","Pennsylvania","42","Male-to-male sexual contact and injection drug use","49","Data not available"
"HIV diagnoses","2018","Pennsylvania","42","Other","2","Data not available"
"HIV diagnoses","2018","Rhode Island","44","Heterosexual contact","14","Data not available"
"HIV diagnoses","2018","Rhode Island","44","Injection drug use","4","Data not available"
"HIV diagnoses","2018","Rhode Island","44","Male-to-male sexual contact","53","Data not available"
"HIV diagnoses","2018","Rhode Island","44","Male-to-male sexual contact and injection drug use","4","Data not available"
"HIV diagnoses","2018","Rhode Island","44","Other","0","Data not available"
"HIV diagnoses","2018","South Carolina","45","Heterosexual contact","194","Data not available"
"HIV diagnoses","2018","South Carolina","45","Injection drug use","29","Data not available"
"HIV diagnoses","2018","South Carolina","45","Male-to-male sexual contact","489","Data not available"
"HIV diagnoses","2018","South Carolina","45","Male-to-male sexual contact and injection drug use","12","Data not available"
"HIV diagnoses","2018","South Carolina","45","Other","1","Data not available"
"HIV diagnoses","2018","South Dakota","46","Heterosexual contact","4","Data not available"
"HIV diagnoses","2018","South Dakota","46","Injection drug use","3","Data not available"
"HIV diagnoses","2018","South Dakota","46","Male-to-male sexual contact","20","Data not available"
"HIV diagnoses","2018","South Dakota","46","Male-to-male sexual contact and injection drug use","2","Data not available"
"HIV diagnoses","2018","South Dakota","46","Other","0","Data not available"
"HIV diagnoses","2018","Tennessee","47","Heterosexual contact","168","Data not available"
"HIV diagnoses","2018","Tennessee","47","Injection drug use","33","Data not available"
"HIV diagnoses","2018","Tennessee","47","Male-to-male sexual contact","505","Data not available"
"HIV diagnoses","2018","Tennessee","47","Male-to-male sexual contact and injection drug use","34","Data not available"
"HIV diagnoses","2018","Tennessee","47","Other","1","Data not available"
"HIV diagnoses","2018","Texas","48","Heterosexual contact","921","Data not available"
"HIV diagnoses","2018","Texas","48","Injection drug use","231","Data not available"
"HIV diagnoses","2018","Texas","48","Male-to-male sexual contact","3,075","Data not available"
"HIV diagnoses","2018","Texas","48","Male-to-male sexual contact and injection drug use","188","Data not available"
"HIV diagnoses","2018","Texas","48","Other","5","Data not available"
"HIV diagnoses","2018","Utah","49","Heterosexual contact","7","Data not available"
"HIV diagnoses","2018","Utah","49","Injection drug use","7","Data not available"
"HIV diagnoses","2018","Utah","49","Male-to-male sexual contact","92","Data not available"
"HIV diagnoses","2018","Utah","49","Male-to-male sexual contact and injection drug use","17","Data not available"
"HIV diagnoses","2018","Utah","49","Other","1","Data not available"
"HIV diagnoses","2018","Vermont","50","Heterosexual contact","3","Data not available"
"HIV diagnoses","2018","Vermont","50","Injection drug use","1","Data not available"
"HIV diagnoses","2018","Vermont","50","Male-to-male sexual contact","15","Data not available"
"HIV diagnoses","2018","Vermont","50","Male-to-male sexual contact and injection drug use","0","Data not available"
"HIV diagnoses","2018","Vermont","50","Other","0","Data not available"
"HIV diagnoses","2018","Virginia","51","Heterosexual contact","218","Data not available"
"HIV diagnoses","2018","Virginia","51","Injection drug use","30","Data not available"
"HIV diagnoses","2018","Virginia","51","Male-to-male sexual contact","579","Data not available"
"HIV diagnoses","2018","Virginia","51","Male-to-male sexual contact and injection drug use","29","Data not available"
"HIV diagnoses","2018","Virginia","51","Other","4","Data not available"
"HIV diagnoses","2018","Washington","53","Heterosexual contact","121","Data not available"
"HIV diagnoses","2018","Washington","53","Injection drug use","58","Data not available"
"HIV diagnoses","2018","Washington","53","Male-to-male sexual contact","268","Data not available"
"HIV diagnoses","2018","Washington","53","Male-to-male sexual contact and injection drug use","44","Data not available"
"HIV diagnoses","2018","Washington","53","Other","6","Data not available"
"HIV diagnoses","2018","West Virginia","54","Heterosexual contact","13","Data not available"
"HIV diagnoses","2018","West Virginia","54","Injection drug use","33","Data not available"
"HIV diagnoses","2018","West Virginia","54","Male-to-male sexual contact","36","Data not available"
"HIV diagnoses","2018","West Virginia","54","Male-to-male sexual contact and injection drug use","10","Data not available"
"HIV diagnoses","2018","West Virginia","54","Other","0","Data not available"
"HIV diagnoses","2018","Wisconsin","55","Heterosexual contact","33","Data not available"
"HIV diagnoses","2018","Wisconsin","55","Injection drug use","8","Data not available"
"HIV diagnoses","2018","Wisconsin","55","Male-to-male sexual contact","155","Data not available"
"HIV diagnoses","2018","Wisconsin","55","Male-to-male sexual contact and injection drug use","12","Data not available"
"HIV diagnoses","2018","Wisconsin","55","Other","1","Data not available"
